Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
International Journal of Energy and Environmental Engineering,10366,Springer-Verlag,/scimag/journals/10366,/scimag/?journal=10366&page=1,15,/scimag/?journal=10366&year=2017&volume=8&issue=1,/scimag/?journal=10366&year=2018&volume=9&issue=1,/scimag/?journal=10366&year=2019&volume=10&issue=1,/scimag/?journal=10366&year=2020&volume=11&issue=2,
International Journal of Environmental Science and Technology,10402,Springer-Verlag,/scimag/journals/10402,/scimag/?journal=10402&page=1,138,/scimag/?journal=10402&year=2017&volume=14&issue=1,/scimag/?journal=10402&year=2018&volume=15&issue=3,/scimag/?journal=10402&year=2019&volume=16&issue=5,/scimag/?journal=10402&year=2020&volume=17&issue=4,/scimag/?journal=10402&year=2021&volume=&issue=
International Journal of Fracture,10449,Springer Netherlands,/scimag/journals/10449,/scimag/?journal=10449&page=1,284,/scimag/?journal=10449&year=2017&volume=203&issue=1-2,/scimag/?journal=10449&year=2018&volume=210&issue=1-2,/scimag/?journal=10449&year=2019&volume=216&issue=1,/scimag/?journal=10449&year=2020&volume=&issue=,
International Journal of Game Theory,10458,Springer-Verlag,/scimag/journals/10458,/scimag/?journal=10458&page=1,67,/scimag/?journal=10458&year=2017&volume=46&issue=1,/scimag/?journal=10458&year=2018&volume=47&issue=1,/scimag/?journal=10458&year=2019&volume=48&issue=1,/scimag/?journal=10458&year=2020&volume=49&issue=3,
International Journal of Group Tensions,10494,Springer,/scimag/journals/10494,/scimag/?journal=10494&page=1,6,,,,,
International Journal of Health Care Finance and Economics,10500,Springer,/scimag/journals/10500,/scimag/?journal=10500&page=1,22,/scimag/?journal=10500&year=2017&volume=17&issue=1,,,,
International Journal of Hindu Studies,10525,Springer Netherlands,/scimag/journals/10525,/scimag/?journal=10525&page=1,40,/scimag/?journal=10525&year=2017&volume=21&issue=1,/scimag/?journal=10525&year=2018&volume=22&issue=1,/scimag/?journal=10525&year=2019&volume=23&issue=1,/scimag/?journal=10525&year=2020&volume=24&issue=1,
International Journal of Historical Archaeology,10526,Springer,/scimag/journals/10526,/scimag/?journal=10526&page=1,42,/scimag/?journal=10526&year=2017&volume=21&issue=1,/scimag/?journal=10526&year=2018&volume=&issue=,/scimag/?journal=10526&year=2019&volume=23&issue=2,/scimag/?journal=10526&year=2020&volume=24&issue=4,
International Journal of Information Security,10587,Springer-Verlag,/scimag/journals/10587,/scimag/?journal=10587&page=1,24,/scimag/?journal=10587&year=2017&volume=16&issue=1,/scimag/?journal=10587&year=2018&volume=17&issue=5,/scimag/?journal=10587&year=2019&volume=&issue=,/scimag/?journal=10587&year=2020&volume=&issue=,
International Journal of Legal Medicine,10691,Springer-Verlag,/scimag/journals/10691,/scimag/?journal=10691&page=1,461,/scimag/?journal=10691&year=2017&volume=131&issue=1,/scimag/?journal=10691&year=2018&volume=132&issue=1,/scimag/?journal=10691&year=2019&volume=133&issue=1,/scimag/?journal=10691&year=2020&volume=134&issue=3,/scimag/?journal=10691&year=2021&volume=135&issue=1
International Journal of Machine Learning and Cybernetics,10709,Springer-Verlag,/scimag/journals/10709,/scimag/?journal=10709&page=1,48,/scimag/?journal=10709&year=2017&volume=8&issue=1,/scimag/?journal=10709&year=2018&volume=9&issue=11,/scimag/?journal=10709&year=2019&volume=10&issue=8,/scimag/?journal=10709&year=2020&volume=11&issue=4,
International Journal of Material Forming,10742,Springer,/scimag/journals/10742,/scimag/?journal=10742&page=1,64,/scimag/?journal=10742&year=2017&volume=10&issue=1,/scimag/?journal=10742&year=2018&volume=11&issue=3,/scimag/?journal=10742&year=2019&volume=&issue=,/scimag/?journal=10742&year=2020&volume=13&issue=3,
International Journal of Mechanics and Materials in Design,10755,Springer Netherlands,/scimag/journals/10755,/scimag/?journal=10755&page=1,23,/scimag/?journal=10755&year=2017&volume=13&issue=1,/scimag/?journal=10755&year=2018&volume=&issue=,/scimag/?journal=10755&year=2019&volume=15&issue=1,/scimag/?journal=10755&year=2020&volume=16&issue=1,
International Journal of Mental Health and Addiction,10771,Springer-Verlag,/scimag/journals/10771,/scimag/?journal=10771&page=1,55,/scimag/?journal=10771&year=2017&volume=15&issue=1,/scimag/?journal=10771&year=2018&volume=16&issue=1,/scimag/?journal=10771&year=2019&volume=17&issue=2,/scimag/?journal=10771&year=2020&volume=18&issue=2,
International Journal of Multimedia Information Retrieval,10829,Springer-Verlag,/scimag/journals/10829,/scimag/?journal=10829&page=1,8,/scimag/?journal=10829&year=2017&volume=6&issue=1,/scimag/?journal=10829&year=2018&volume=7&issue=1,/scimag/?journal=10829&year=2019&volume=8&issue=1,/scimag/?journal=10829&year=2020&volume=9&issue=1,
International Journal of Peptide Research and Therapeutics,10945,Springer Netherlands,/scimag/journals/10945,/scimag/?journal=10945&page=1,85,/scimag/?journal=10945&year=2017&volume=23&issue=1,/scimag/?journal=10945&year=2018&volume=&issue=,/scimag/?journal=10945&year=2019&volume=25&issue=3,/scimag/?journal=10945&year=2020&volume=26&issue=3,
"International Journal of Politics, Culture, and Society",10984,Springer US,/scimag/journals/10984,/scimag/?journal=10984&page=1,75,/scimag/?journal=10984&year=2017&volume=30&issue=1,/scimag/?journal=10984&year=2018&volume=31&issue=4,/scimag/?journal=10984&year=2019&volume=32&issue=1,/scimag/?journal=10984&year=2020&volume=&issue=,/scimag/?journal=10984&year=2021&volume=&issue=
International Journal of Primatology,11002,Springer US,/scimag/journals/11002,/scimag/?journal=11002&page=1,104,/scimag/?journal=11002&year=2017&volume=38&issue=1,/scimag/?journal=11002&year=2018&volume=39&issue=1,/scimag/?journal=11002&year=2019&volume=40&issue=1,/scimag/?journal=11002&year=2020&volume=41&issue=1,
International Journal of Recycling of Organic Waste in Agriculture,11062,Springer-Verlag,/scimag/journals/11062,/scimag/?journal=11062&page=1,13,/scimag/?journal=11062&year=2017&volume=6&issue=1,/scimag/?journal=11062&year=2018&volume=7&issue=1,/scimag/?journal=11062&year=2019&volume=8&issue=S1,,
International Journal of Rehabilitation and Health,11066,Springer,/scimag/journals/11066,/scimag/?journal=11066&page=1,5,,,,,
International Journal of Salt Lake Research,11099,Springer,/scimag/journals/11099,/scimag/?journal=11099&page=1,10,,,,,
International Journal of Science and Mathematics Education,11103,Springer Netherlands,/scimag/journals/11103,/scimag/?journal=11103&page=1,48,/scimag/?journal=11103&year=2017&volume=15&issue=1,/scimag/?journal=11103&year=2018&volume=&issue=,/scimag/?journal=11103&year=2019&volume=17&issue=S1,/scimag/?journal=11103&year=2020&volume=18&issue=S1,
International Journal of Sexuality and Gender Studies,11126,Springer,/scimag/journals/11126,/scimag/?journal=11126&page=1,8,,,,,
International Journal of Social Robotics,11148,Springer Netherlands,/scimag/journals/11148,/scimag/?journal=11148&page=1,28,/scimag/?journal=11148&year=2017&volume=9&issue=1,/scimag/?journal=11148&year=2018&volume=10&issue=1,/scimag/?journal=11148&year=2019&volume=11&issue=1,/scimag/?journal=11148&year=2020&volume=12&issue=1,
International Journal of Speech Technology,11170,Springer US,/scimag/journals/11170,/scimag/?journal=11170&page=1,39,/scimag/?journal=11170&year=2017&volume=20&issue=1,/scimag/?journal=11170&year=2018&volume=21&issue=1,/scimag/?journal=11170&year=2019&volume=22&issue=1,/scimag/?journal=11170&year=2020&volume=23&issue=3,
international journal of stomatology & occlusion medicine,11185,Springer Vienna,/scimag/journals/11185,/scimag/?journal=11185&page=1,10,,,,,
International Journal of Stress Management,11193,Springer,/scimag/journals/11193,/scimag/?journal=11193&page=1,25,/scimag/?journal=11193&year=2017&volume=24&issue=Suppl%201,,/scimag/?journal=11193&year=2019&volume=26&issue=3,,
International Journal of System Assurance Engineering and Management,11225,Springer-Verlag,/scimag/journals/11225,/scimag/?journal=11225&page=1,40,/scimag/?journal=11225&year=2017&volume=8&issue=S3,/scimag/?journal=11225&year=2018&volume=9&issue=2,/scimag/?journal=11225&year=2019&volume=10&issue=S1,/scimag/?journal=11225&year=2020&volume=11&issue=S2,
International Journal of Technology and Design Education,11235,Springer Netherlands,/scimag/journals/11235,/scimag/?journal=11235&page=1,39,/scimag/?journal=11235&year=2017&volume=27&issue=1,/scimag/?journal=11235&year=2018&volume=&issue=,/scimag/?journal=11235&year=2019&volume=29&issue=3,/scimag/?journal=11235&year=2020&volume=&issue=,
International Journal of the Classical Tradition,11253,Springer Netherlands,/scimag/journals/11253,/scimag/?journal=11253&page=1,104,/scimag/?journal=11253&year=2017&volume=24&issue=1,/scimag/?journal=11253&year=2018&volume=25&issue=1,/scimag/?journal=11253&year=2019&volume=26&issue=1,/scimag/?journal=11253&year=2020&volume=&issue=,
International Journal of Theoretical Physics,11264,Springer,/scimag/journals/11264,/scimag/?journal=11264&page=1,406,/scimag/?journal=11264&year=2017&volume=56&issue=1,/scimag/?journal=11264&year=2018&volume=57&issue=1,/scimag/?journal=11264&year=2019&volume=58&issue=1,/scimag/?journal=11264&year=2020&volume=59&issue=2,
International Journal of Thermophysics,11269,Springer,/scimag/journals/11269,/scimag/?journal=11269&page=1,206,/scimag/?journal=11269&year=2017&volume=38&issue=1,/scimag/?journal=11269&year=2018&volume=39&issue=1,/scimag/?journal=11269&year=2019&volume=40&issue=1,/scimag/?journal=11269&year=2020&volume=41&issue=1,/scimag/?journal=11269&year=2021&volume=42&issue=1
International Journal of Value-Based Management,11301,Springer,/scimag/journals/11301,/scimag/?journal=11301&page=1,14,,,,,
International Journal of Wireless Information Networks,11337,Springer,/scimag/journals/11337,/scimag/?journal=11337&page=1,29,/scimag/?journal=11337&year=2017&volume=24&issue=1,/scimag/?journal=11337&year=2018&volume=25&issue=1,/scimag/?journal=11337&year=2019&volume=26&issue=1,/scimag/?journal=11337&year=2020&volume=27&issue=1,
International Journal on Digital Libraries,11356,Springer-Verlag,/scimag/journals/11356,/scimag/?journal=11356&page=1,19,/scimag/?journal=11356&year=2017&volume=18&issue=1,/scimag/?journal=11356&year=2018&volume=19&issue=1,/scimag/?journal=11356&year=2019&volume=20&issue=1,/scimag/?journal=11356&year=2020&volume=21&issue=1,
International Journal on Document Analysis and Recognition (IJDAR),11358,Springer-Verlag,/scimag/journals/11358,/scimag/?journal=11358&page=1,21,/scimag/?journal=11358&year=2017&volume=20&issue=1,/scimag/?journal=11358&year=2018&volume=21&issue=4,/scimag/?journal=11358&year=2019&volume=&issue=,/scimag/?journal=11358&year=2020&volume=&issue=,
International Journal on Interactive Design and Manufacturing (IJIDeM),11360,Springer-Verlag,/scimag/journals/11360,/scimag/?journal=11360&page=1,29,/scimag/?journal=11360&year=2017&volume=11&issue=1,/scimag/?journal=11360&year=2018&volume=12&issue=4,/scimag/?journal=11360&year=2019&volume=13&issue=1,/scimag/?journal=11360&year=2020&volume=14&issue=1,
International Journal on Software Tools for Technology Transfer (STTT),11367,Springer,/scimag/journals/11367,/scimag/?journal=11367&page=1,33,/scimag/?journal=11367&year=2017&volume=19&issue=1,/scimag/?journal=11367&year=2018&volume=20&issue=2,/scimag/?journal=11367&year=2019&volume=21&issue=3,/scimag/?journal=11367&year=2020&volume=22&issue=2,
International Law Forum,11372,Springer,/scimag/journals/11372,/scimag/?journal=11372&page=1,13,,,,,
International Microbiology,11383,Springer-Verlag,/scimag/journals/11383,/scimag/?journal=11383&page=1,11,,/scimag/?journal=11383&year=2018&volume=21&issue=1-2,/scimag/?journal=11383&year=2019&volume=&issue=,/scimag/?journal=11383&year=2020&volume=&issue=,
International Nano Letters,11389,Springer-Verlag,/scimag/journals/11389,/scimag/?journal=11389&page=1,13,/scimag/?journal=11389&year=2017&volume=7&issue=1,/scimag/?journal=11389&year=2018&volume=8&issue=2,/scimag/?journal=11389&year=2019&volume=9&issue=2,/scimag/?journal=11389&year=2020&volume=&issue=,
International Ophthalmology,11394,Springer Netherlands,/scimag/journals/11394,/scimag/?journal=11394&page=1,159,/scimag/?journal=11394&year=2017&volume=37&issue=1,/scimag/?journal=11394&year=2018&volume=&issue=,/scimag/?journal=11394&year=2019&volume=39&issue=10,/scimag/?journal=11394&year=2020&volume=40&issue=4,
International Orthopaedics,11399,Springer,/scimag/journals/11399,/scimag/?journal=11399&page=1,278,/scimag/?journal=11399&year=2017&volume=41&issue=1,/scimag/?journal=11399&year=2018&volume=42&issue=2,/scimag/?journal=11399&year=2019&volume=43&issue=3,/scimag/?journal=11399&year=2020&volume=44&issue=3,
International Review of Economics,11423,Springer-Verlag,/scimag/journals/11423,/scimag/?journal=11423&page=1,16,/scimag/?journal=11423&year=2017&volume=64&issue=1,/scimag/?journal=11423&year=2018&volume=65&issue=1,/scimag/?journal=11423&year=2019&volume=66&issue=2,/scimag/?journal=11423&year=2020&volume=67&issue=1,
International Review of Education,11425,Springer Netherlands,/scimag/journals/11425,/scimag/?journal=11425&page=1,340,/scimag/?journal=11425&year=2017&volume=63&issue=1,/scimag/?journal=11425&year=2018&volume=64&issue=3,/scimag/?journal=11425&year=2019&volume=65&issue=1,/scimag/?journal=11425&year=2020&volume=66&issue=1,
International Review on Public and Nonprofit Marketing,11446,Springer-Verlag,/scimag/journals/11446,/scimag/?journal=11446&page=1,13,/scimag/?journal=11446&year=2017&volume=14&issue=1,/scimag/?journal=11446&year=2018&volume=15&issue=1,/scimag/?journal=11446&year=2019&volume=16&issue=1,/scimag/?journal=11446&year=2020&volume=17&issue=3,
International Tax and Public Finance,11469,Springer,/scimag/journals/11469,/scimag/?journal=11469&page=1,43,/scimag/?journal=11469&year=2017&volume=24&issue=1,/scimag/?journal=11469&year=2018&volume=25&issue=3,/scimag/?journal=11469&year=2019&volume=26&issue=1,/scimag/?journal=11469&year=2020&volume=27&issue=3,
International Urogynecology Journal,11475,Springer,/scimag/journals/11475,/scimag/?journal=11475&page=1,239,/scimag/?journal=11475&year=2017&volume=28&issue=S1,/scimag/?journal=11475&year=2018&volume=29&issue=1,/scimag/?journal=11475&year=2019&volume=30&issue=S1,/scimag/?journal=11475&year=2020&volume=31&issue=5,/scimag/?journal=11475&year=2021&volume=32&issue=1
International Urology and Nephrology,11476,Springer Netherlands,/scimag/journals/11476,/scimag/?journal=11476&page=1,279,/scimag/?journal=11476&year=2017&volume=49&issue=1,/scimag/?journal=11476&year=2018&volume=50&issue=1,/scimag/?journal=11476&year=2019&volume=51&issue=5,/scimag/?journal=11476&year=2020&volume=52&issue=2,
Inventiones mathematicae,11509,Springer-Verlag,/scimag/journals/11509,/scimag/?journal=11509&page=1,178,/scimag/?journal=11509&year=2017&volume=207&issue=1,/scimag/?journal=11509&year=2018&volume=211&issue=2,/scimag/?journal=11509&year=2019&volume=215&issue=1,/scimag/?journal=11509&year=2020&volume=220&issue=3,
Invertebrate Neuroscience,11515,Springer-Verlag,/scimag/journals/11515,/scimag/?journal=11515&page=1,16,/scimag/?journal=11515&year=2017&volume=17&issue=1,/scimag/?journal=11515&year=2018&volume=18&issue=1,/scimag/?journal=11515&year=2019&volume=19&issue=1,/scimag/?journal=11515&year=2020&volume=20&issue=1,
Investigational New Drugs,11523,Springer US,/scimag/journals/11523,/scimag/?journal=11523&page=1,135,/scimag/?journal=11523&year=2017&volume=35&issue=1,/scimag/?journal=11523&year=2018&volume=36&issue=1,/scimag/?journal=11523&year=2019&volume=37&issue=1,/scimag/?journal=11523&year=2020&volume=38&issue=1,
Ionics,11528,Springer-Verlag,/scimag/journals/11528,/scimag/?journal=11528&page=1,182,/scimag/?journal=11528&year=2017&volume=23&issue=1,/scimag/?journal=11528&year=2018&volume=24&issue=5,/scimag/?journal=11528&year=2019&volume=25&issue=3,/scimag/?journal=11528&year=2020&volume=26&issue=4,/scimag/?journal=11528&year=2021&volume=27&issue=1
Irrigation and Drainage Systems,11601,Springer Netherlands,/scimag/journals/11601,/scimag/?journal=11601&page=1,23,,,,,
Irrigation Science,11602,Springer,/scimag/journals/11602,/scimag/?journal=11602&page=1,52,/scimag/?journal=11602&year=2017&volume=35&issue=1,/scimag/?journal=11602&year=2018&volume=36&issue=3,/scimag/?journal=11602&year=2019&volume=37&issue=3,/scimag/?journal=11602&year=2020&volume=38&issue=3,
IZA Journal of European Labor Studies,11759,Springer-Verlag,/scimag/journals/11759,/scimag/?journal=11759&page=1,5,/scimag/?journal=11759&year=2017&volume=6&issue=1,,,,
IZA Journal of Labor & Development,26419,Springer-Verlag,/scimag/journals/26419,/scimag/?journal=26419&page=1,4,/scimag/?journal=26419&year=2017&volume=6&issue=1,,,,
IZA Journal of Labor Economics,11760,Springer-Verlag,/scimag/journals/11760,/scimag/?journal=11760&page=1,4,/scimag/?journal=11760&year=2017&volume=6&issue=1,/scimag/?journal=11760&year=2018&volume=7&issue=1,,,
IZA Journal of Labor Policy,11761,Springer-Verlag,/scimag/journals/11761,/scimag/?journal=11761&page=1,6,/scimag/?journal=11761&year=2017&volume=6&issue=1,/scimag/?journal=11761&year=2018&volume=7&issue=1,/scimag/?journal=11761&year=2019&volume=8&issue=1,,
IZA Journal of Migration,11762,Springer-Verlag,/scimag/journals/11762,/scimag/?journal=11762&page=1,5,/scimag/?journal=11762&year=2017&volume=6&issue=1,,,,
Jahrbuch für Regionalwissenschaft / Review of Regional Research,11783,Springer-Verlag,/scimag/journals/11783,/scimag/?journal=11783&page=1,6,/scimag/?journal=11783&year=2017&volume=37&issue=1,/scimag/?journal=11783&year=2018&volume=38&issue=2,/scimag/?journal=11783&year=2019&volume=39&issue=1,/scimag/?journal=11783&year=2020&volume=40&issue=1,
Jahresbericht der Deutschen Mathematiker-Vereinigung,11787,Springer-Verlag,/scimag/journals/11787,/scimag/?journal=11787&page=1,9,/scimag/?journal=11787&year=2017&volume=119&issue=1,/scimag/?journal=11787&year=2018&volume=120&issue=1,/scimag/?journal=11787&year=2019&volume=121&issue=1,/scimag/?journal=11787&year=2020&volume=122&issue=1,
Japanese Journal of Limnology (Rikusuigaku Zasshi),11841,Springer,/scimag/journals/11841,/scimag/?journal=11841&page=1,6,,/scimag/?journal=11841&year=2018&volume=79&issue=3,,,
Japanese Journal of Mathematics,11842,Springer,/scimag/journals/11842,/scimag/?journal=11842&page=1,45,/scimag/?journal=11842&year=2017&volume=12&issue=1,/scimag/?journal=11842&year=2018&volume=13&issue=1,/scimag/?journal=11842&year=2019&volume=14&issue=1,/scimag/?journal=11842&year=2020&volume=&issue=,
Japanese Journal of Ophthalmology,11849,Springer,/scimag/journals/11849,/scimag/?journal=11849&page=1,118,/scimag/?journal=11849&year=2017&volume=61&issue=1,/scimag/?journal=11849&year=2018&volume=62&issue=2,/scimag/?journal=11849&year=2019&volume=63&issue=2,/scimag/?journal=11849&year=2020&volume=64&issue=2,
Japanese Journal of Radiology,11859,Springer,/scimag/journals/11859,/scimag/?journal=11859&page=1,68,/scimag/?journal=11859&year=2017&volume=35&issue=1,/scimag/?journal=11859&year=2018&volume=36&issue=1,/scimag/?journal=11859&year=2019&volume=37&issue=1,/scimag/?journal=11859&year=2020&volume=38&issue=3,
Jewish History,11899,Springer,/scimag/journals/11899,/scimag/?journal=11899&page=1,57,/scimag/?journal=11899&year=2017&volume=31&issue=1-2,/scimag/?journal=11899&year=2018&volume=31&issue=3-4,/scimag/?journal=11899&year=2019&volume=32&issue=2-4,/scimag/?journal=11899&year=2020&volume=33&issue=1-2,
Journal Africain d'Hépato-Gastroentérologie,11930,Springer-Verlag,/scimag/journals/11930,/scimag/?journal=11930&page=1,27,/scimag/?journal=11930&year=2017&volume=11&issue=1,/scimag/?journal=11930&year=2018&volume=&issue=,,,
Journal for General Philosophy of Science,11977,Springer Netherlands,/scimag/journals/11977,/scimag/?journal=11977&page=1,105,/scimag/?journal=11977&year=2017&volume=48&issue=1,/scimag/?journal=11977&year=2018&volume=49&issue=3,/scimag/?journal=11977&year=2019&volume=50&issue=1,/scimag/?journal=11977&year=2020&volume=51&issue=1,
Journal for Labour Market Research,11982,Springer-Verlag,/scimag/journals/11982,/scimag/?journal=11982&page=1,10,/scimag/?journal=11982&year=2017&volume=51&issue=1,/scimag/?journal=11982&year=2018&volume=52&issue=1,/scimag/?journal=11982&year=2019&volume=53&issue=1,/scimag/?journal=11982&year=2020&volume=54&issue=1,
Journal für Ästhetische Chirurgie,12014,Springer-Verlag,/scimag/journals/12014,/scimag/?journal=12014&page=1,19,/scimag/?journal=12014&year=2017&volume=10&issue=1,/scimag/?journal=12014&year=2018&volume=11&issue=1,/scimag/?journal=12014&year=2019&volume=12&issue=1,/scimag/?journal=12014&year=2020&volume=13&issue=1,
Journal für Betriebswirtschaft,12015,Springer-Verlag,/scimag/journals/12015,/scimag/?journal=12015&page=1,6,/scimag/?journal=12015&year=2017&volume=67&issue=1,,,,
Journal für Ornithologie / Journal of Ornithology,12018,Springer,/scimag/journals/12018,/scimag/?journal=12018&page=1,363,/scimag/?journal=12018&year=2017&volume=158&issue=1,/scimag/?journal=12018&year=2018&volume=159&issue=1,/scimag/?journal=12018&year=2019&volume=160&issue=1,/scimag/?journal=12018&year=2020&volume=161&issue=2,
Journal für Rechtspolitik,12020,Springer-Verlag,/scimag/journals/12020,/scimag/?journal=12020&page=1,11,,,,,
Journal of Abnormal Child Psychology,12025,Springer US,/scimag/journals/12025,/scimag/?journal=12025&page=1,128,/scimag/?journal=12025&year=2017&volume=45&issue=1,/scimag/?journal=12025&year=2018&volume=46&issue=1,/scimag/?journal=12025&year=2019&volume=47&issue=1,/scimag/?journal=12025&year=2020&volume=48&issue=5,
Journal of Academic Ethics,12031,Springer Netherlands,/scimag/journals/12031,/scimag/?journal=12031&page=1,17,/scimag/?journal=12031&year=2017&volume=15&issue=1,/scimag/?journal=12031&year=2018&volume=&issue=,/scimag/?journal=12031&year=2019&volume=17&issue=3,/scimag/?journal=12031&year=2020&volume=18&issue=1,
Journal of Adult Development,12061,Springer US,/scimag/journals/12061,/scimag/?journal=12061&page=1,27,/scimag/?journal=12061&year=2017&volume=24&issue=1,/scimag/?journal=12061&year=2018&volume=&issue=,/scimag/?journal=12061&year=2019&volume=&issue=,/scimag/?journal=12061&year=2020&volume=27&issue=2,
Journal of Advancement in Medicine,12080,Springer,/scimag/journals/12080,/scimag/?journal=12080&page=1,3,,,,,
Journal of African American Men,12099,Springer,/scimag/journals/12099,/scimag/?journal=12099&page=1,29,/scimag/?journal=12099&year=2017&volume=21&issue=1,/scimag/?journal=12099&year=2018&volume=22&issue=1,/scimag/?journal=12099&year=2019&volume=23&issue=1-2,/scimag/?journal=12099&year=2020&volume=24&issue=1,
Journal of Aging and Identity,12118,Springer,/scimag/journals/12118,/scimag/?journal=12118&page=1,5,,,,,
Journal of Agricultural and Environmental Ethics,12126,Springer Netherlands,/scimag/journals/12126,/scimag/?journal=12126&page=1,55,/scimag/?journal=12126&year=2017&volume=30&issue=1,/scimag/?journal=12126&year=2018&volume=31&issue=1,/scimag/?journal=12126&year=2019&volume=32&issue=1,/scimag/?journal=12126&year=2020&volume=33&issue=2,
"Journal of Agricultural, Biological, and Environmental Statistics",12142,Springer-Verlag,/scimag/journals/12142,/scimag/?journal=12142&page=1,50,/scimag/?journal=12142&year=2017&volume=22&issue=1,/scimag/?journal=12142&year=2018&volume=23&issue=1,/scimag/?journal=12142&year=2019&volume=&issue=,/scimag/?journal=12142&year=2020&volume=25&issue=2,
Journal of Algebraic Combinatorics,12161,Springer,/scimag/journals/12161,/scimag/?journal=12161&page=1,58,/scimag/?journal=12161&year=2017&volume=45&issue=1,/scimag/?journal=12161&year=2018&volume=47&issue=2,/scimag/?journal=12161&year=2019&volume=&issue=,/scimag/?journal=12161&year=2020&volume=&issue=,
Journal of Ambient Intelligence and Humanized Computing,12172,Springer-Verlag,/scimag/journals/12172,/scimag/?journal=12172&page=1,102,/scimag/?journal=12172&year=2017&volume=8&issue=1,/scimag/?journal=12172&year=2018&volume=9&issue=3,/scimag/?journal=12172&year=2019&volume=10&issue=2,/scimag/?journal=12172&year=2020&volume=11&issue=10,/scimag/?journal=12172&year=2021&volume=&issue=
Journal of Anesthesia,12198,Springer,/scimag/journals/12198,/scimag/?journal=12198&page=1,154,/scimag/?journal=12198&year=2017&volume=31&issue=1,/scimag/?journal=12198&year=2018&volume=32&issue=1,/scimag/?journal=12198&year=2019&volume=33&issue=1,/scimag/?journal=12198&year=2020&volume=34&issue=6,
Journal of Applied Electrochemistry,12249,Springer,/scimag/journals/12249,/scimag/?journal=12249&page=1,289,/scimag/?journal=12249&year=2017&volume=47&issue=1,/scimag/?journal=12249&year=2018&volume=48&issue=6,/scimag/?journal=12249&year=2019&volume=49&issue=4,/scimag/?journal=12249&year=2020&volume=50&issue=5,
Journal of Applied Genetics,12252,Springer-Verlag,/scimag/journals/12252,/scimag/?journal=12252&page=1,36,/scimag/?journal=12252&year=2017&volume=58&issue=1,/scimag/?journal=12252&year=2018&volume=59&issue=4,/scimag/?journal=12252&year=2019&volume=60&issue=1,/scimag/?journal=12252&year=2020&volume=61&issue=2,
Journal of Applied Metalworking,12268,Springer,/scimag/journals/12268,/scimag/?journal=12268&page=1,6,,,,,
Journal of Applied Psychoanalytic Studies,12281,Springer,/scimag/journals/12281,/scimag/?journal=12281&page=1,9,,,,,
Journal of Applied Spectroscopy,12294,Springer US,/scimag/journals/12294,/scimag/?journal=12294&page=1,577,/scimag/?journal=12294&year=2017&volume=83&issue=6,/scimag/?journal=12294&year=2018&volume=84&issue=6,/scimag/?journal=12294&year=2019&volume=85&issue=6,/scimag/?journal=12294&year=2020&volume=86&issue=6,
Journal of Archaeological Method and Theory,12311,Springer US,/scimag/journals/12311,/scimag/?journal=12311&page=1,37,/scimag/?journal=12311&year=2017&volume=24&issue=1,/scimag/?journal=12311&year=2018&volume=25&issue=2,/scimag/?journal=12311&year=2019&volume=26&issue=1,/scimag/?journal=12311&year=2020&volume=27&issue=1,
Journal of Archaeological Research,12312,Springer,/scimag/journals/12312,/scimag/?journal=12312&page=1,20,/scimag/?journal=12312&year=2017&volume=25&issue=1,/scimag/?journal=12312&year=2018&volume=26&issue=1,/scimag/?journal=12312&year=2019&volume=&issue=,/scimag/?journal=12312&year=2020&volume=28&issue=1,
Journal of Artificial Organs,12329,Springer,/scimag/journals/12329,/scimag/?journal=12329&page=1,49,/scimag/?journal=12329&year=2017&volume=20&issue=1,/scimag/?journal=12329&year=2018&volume=21&issue=1,/scimag/?journal=12329&year=2019&volume=22&issue=4,/scimag/?journal=12329&year=2020&volume=23&issue=2,
Journal of Assisted Reproduction and Genetics,12347,Springer US,/scimag/journals/12347,/scimag/?journal=12347&page=1,207,/scimag/?journal=12347&year=2017&volume=34&issue=1,/scimag/?journal=12347&year=2018&volume=35&issue=1,/scimag/?journal=12347&year=2019&volume=36&issue=1,/scimag/?journal=12347&year=2020&volume=37&issue=2,/scimag/?journal=12347&year=2021&volume=38&issue=5
Journal of Astrophysics and Astronomy,12355,Springer-Verlag,/scimag/journals/12355,/scimag/?journal=12355&page=1,62,/scimag/?journal=12355&year=2017&volume=38&issue=1,/scimag/?journal=12355&year=2018&volume=39&issue=1,/scimag/?journal=12355&year=2019&volume=40&issue=1,/scimag/?journal=12355&year=2020&volume=41&issue=1,
Journal of Atmospheric Chemistry,12363,Springer Netherlands,/scimag/journals/12363,/scimag/?journal=12363&page=1,62,/scimag/?journal=12363&year=2017&volume=74&issue=1,/scimag/?journal=12363&year=2018&volume=75&issue=3,/scimag/?journal=12363&year=2019&volume=76&issue=2,/scimag/?journal=12363&year=2020&volume=77&issue=1-2,
Journal of Autism and Developmental Disorders,12372,Springer US,/scimag/journals/12372,/scimag/?journal=12372&page=1,1,,,,,/scimag/?journal=12372&year=2021&volume=&issue=
