Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
International Statistical Review,11458,John Wiley and Sons,/scimag/journals/11458,/scimag/?journal=11458&page=1,137,/scimag/?journal=11458&year=2017&volume=85&issue=1,/scimag/?journal=11458&year=2018&volume=86&issue=1,/scimag/?journal=11458&year=2019&volume=87&issue=S1,/scimag/?journal=11458&year=2020&volume=88&issue=S1,
International Studies Perspectives,11465,John Wiley and Sons,/scimag/journals/11465,/scimag/?journal=11465&page=1,29,/scimag/?journal=11465&year=2017&volume=18&issue=1,/scimag/?journal=11465&year=2018&volume=19&issue=1,/scimag/?journal=11465&year=2019&volume=20&issue=2,/scimag/?journal=11465&year=2020&volume=21&issue=1,
International Studies Quarterly,11466,John Wiley and Sons,/scimag/journals/11466,/scimag/?journal=11466&page=1,121,/scimag/?journal=11466&year=2017&volume=61&issue=1,/scimag/?journal=11466&year=2018&volume=62&issue=1,/scimag/?journal=11466&year=2019&volume=63&issue=1,/scimag/?journal=11466&year=2020&volume=64&issue=1,
International Studies Review,11467,John Wiley and Sons,/scimag/journals/11467,/scimag/?journal=11467&page=1,108,/scimag/?journal=11467&year=2017&volume=18&issue=2,/scimag/?journal=11467&year=2018&volume=19&issue=1,/scimag/?journal=11467&year=2019&volume=20&issue=1,/scimag/?journal=11467&year=2020&volume=21&issue=1,
International Transactions in Operational Research,11473,John Wiley and Sons,/scimag/journals/11473,/scimag/?journal=11473&page=1,80,/scimag/?journal=11473&year=2017&volume=24&issue=1-2,/scimag/?journal=11473&year=2018&volume=25&issue=1,/scimag/?journal=11473&year=2019&volume=26&issue=1,/scimag/?journal=11473&year=2020&volume=27&issue=1,/scimag/?journal=11473&year=2021&volume=28&issue=1
International Wound Journal,11478,John Wiley and Sons,/scimag/journals/11478,/scimag/?journal=11478&page=1,99,/scimag/?journal=11478&year=2017&volume=14&issue=1,/scimag/?journal=11478&year=2018&volume=15&issue=1,/scimag/?journal=11478&year=2019&volume=16&issue=,/scimag/?journal=11478&year=2020&volume=17&issue=1,
International Zoo Yearbook,11481,John Wiley and Sons,/scimag/journals/11481,/scimag/?journal=11481&page=1,135,/scimag/?journal=11481&year=2017&volume=51&issue=1,/scimag/?journal=11481&year=2018&volume=52&issue=1,/scimag/?journal=11481&year=2019&volume=53&issue=1,/scimag/?journal=11481&year=2020&volume=54&issue=1,
Invertebrate Biology,11514,John Wiley and Sons,/scimag/journals/11514,/scimag/?journal=11514&page=1,57,/scimag/?journal=11514&year=2017&volume=136&issue=1,/scimag/?journal=11514&year=2018&volume=137&issue=1,/scimag/?journal=11514&year=2019&volume=138&issue=1,/scimag/?journal=11514&year=2020&volume=139&issue=1,
Irrigation and Drainage,11600,John Wiley and Sons,/scimag/journals/11600,/scimag/?journal=11600&page=1,63,/scimag/?journal=11600&year=2017&volume=66&issue=1,/scimag/?journal=11600&year=2018&volume=67&issue=,/scimag/?journal=11600&year=2019&volume=68&issue=1,/scimag/?journal=11600&year=2020&volume=69&issue=S2,
Island Arc,11615,John Wiley and Sons,/scimag/journals/11615,/scimag/?journal=11615&page=1,50,/scimag/?journal=11615&year=2017&volume=26&issue=1,/scimag/?journal=11615&year=2018&volume=27&issue=1,/scimag/?journal=11615&year=2019&volume=28&issue=1,/scimag/?journal=11615&year=2020&volume=29&issue=1,/scimag/?journal=11615&year=2021&volume=30&issue=1
IUBMB Life,11757,John Wiley and Sons,/scimag/journals/11757,/scimag/?journal=11757&page=1,178,/scimag/?journal=11757&year=2017&volume=69&issue=1,/scimag/?journal=11757&year=2018&volume=70&issue=1,/scimag/?journal=11757&year=2019&volume=71&issue=1,/scimag/?journal=11757&year=2020&volume=72&issue=1,/scimag/?journal=11757&year=2021&volume=73&issue=1
Japan Journal of Nursing Science,11800,John Wiley and Sons,/scimag/journals/11800,/scimag/?journal=11800&page=1,25,/scimag/?journal=11800&year=2017&volume=14&issue=1,/scimag/?journal=11800&year=2018&volume=15&issue=1,/scimag/?journal=11800&year=2019&volume=16&issue=1,/scimag/?journal=11800&year=2020&volume=17&issue=1,
Japanese Economic Review,11808,John Wiley and Sons,/scimag/journals/11808,/scimag/?journal=11808&page=1,36,/scimag/?journal=11808&year=2017&volume=68&issue=1,/scimag/?journal=11808&year=2018&volume=69&issue=1,/scimag/?journal=11808&year=2019&volume=70&issue=1,/scimag/?journal=11808&year=2020&volume=71&issue=1,/scimag/?journal=11808&year=2021&volume=72&issue=1
Japanese Psychological Research,11877,John Wiley and Sons,/scimag/journals/11877,/scimag/?journal=11877&page=1,38,/scimag/?journal=11877&year=2017&volume=59&issue=1,/scimag/?journal=11877&year=2018&volume=60&issue=1,/scimag/?journal=11877&year=2019&volume=61&issue=1,/scimag/?journal=11877&year=2020&volume=62&issue=1,
JBI Reports,11889,John Wiley and Sons,/scimag/journals/11889,/scimag/?journal=11889&page=1,1,,,,,
JCMS: Journal of Common Market Studies,11890,John Wiley and Sons,/scimag/journals/11890,/scimag/?journal=11890&page=1,146,/scimag/?journal=11890&year=2017&volume=55&issue=1,/scimag/?journal=11890&year=2018&volume=56&issue=,/scimag/?journal=11890&year=2019&volume=57&issue=S1,/scimag/?journal=11890&year=2020&volume=58&issue=S1,
JDDG: Journal der Deutschen Dermatologischen Gesellschaft,11892,John Wiley and Sons,/scimag/journals/11892,/scimag/?journal=11892&page=1,264,/scimag/?journal=11892&year=2017&volume=15&issue=,/scimag/?journal=11892&year=2018&volume=16&issue=,/scimag/?journal=11892&year=2019&volume=17&issue=S4,/scimag/?journal=11892&year=2020&volume=18&issue=S1,
Journal for Healthcare Quality,11979,John Wiley and Sons,/scimag/journals/11979,/scimag/?journal=11979&page=1,83,/scimag/?journal=11979&year=2017&volume=39&issue=1,/scimag/?journal=11979&year=2018&volume=40&issue=1,/scimag/?journal=11979&year=2019&volume=41&issue=1,/scimag/?journal=11979&year=2020&volume=42&issue=1,
Journal for Specialists in Pediatric Nursing,11993,John Wiley and Sons,/scimag/journals/11993,/scimag/?journal=11993&page=1,37,/scimag/?journal=11993&year=2017&volume=22&issue=1,/scimag/?journal=11993&year=2018&volume=23&issue=1,/scimag/?journal=11993&year=2019&volume=24&issue=1,/scimag/?journal=11993&year=2020&volume=25&issue=1,
Journal for the Scientific Study of Religion,11998,John Wiley and Sons,/scimag/journals/11998,/scimag/?journal=11998&page=1,241,/scimag/?journal=11998&year=2017&volume=56&issue=1,/scimag/?journal=11998&year=2018&volume=57&issue=1,/scimag/?journal=11998&year=2019&volume=58&issue=1,/scimag/?journal=11998&year=2020&volume=59&issue=1,
Journal for the Theory of Social Behaviour,12009,John Wiley and Sons,/scimag/journals/12009,/scimag/?journal=12009&page=1,51,/scimag/?journal=12009&year=2017&volume=47&issue=1,/scimag/?journal=12009&year=2018&volume=48&issue=1,/scimag/?journal=12009&year=2019&volume=49&issue=1,/scimag/?journal=12009&year=2020&volume=50&issue=1,
Journal of Accounting Research,12043,John Wiley and Sons,/scimag/journals/12043,/scimag/?journal=12043&page=1,119,/scimag/?journal=12043&year=2017&volume=55&issue=1,/scimag/?journal=12043&year=2018&volume=56&issue=1,/scimag/?journal=12043&year=2019&volume=57&issue=1,/scimag/?journal=12043&year=2020&volume=58&issue=1,
Journal of Advanced Nursing,12071,John Wiley and Sons,/scimag/journals/12071,/scimag/?journal=12071&page=1,519,/scimag/?journal=12071&year=2017&volume=73&issue=1,/scimag/?journal=12071&year=2018&volume=74&issue=1,/scimag/?journal=12071&year=2019&volume=75&issue=1,/scimag/?journal=12071&year=2020&volume=76&issue=1,/scimag/?journal=12071&year=2021&volume=77&issue=1
Journal of Agrarian Change,12122,John Wiley and Sons,/scimag/journals/12122,/scimag/?journal=12122&page=1,32,/scimag/?journal=12122&year=2017&volume=17&issue=1,/scimag/?journal=12122&year=2018&volume=18&issue=1,/scimag/?journal=12122&year=2019&volume=19&issue=1,/scimag/?journal=12122&year=2020&volume=20&issue=1,
Journal of Agricultural Economics,12130,John Wiley and Sons,/scimag/journals/12130,/scimag/?journal=12130&page=1,129,/scimag/?journal=12130&year=2017&volume=68&issue=1,/scimag/?journal=12130&year=2018&volume=69&issue=1,/scimag/?journal=12130&year=2019&volume=70&issue=1,/scimag/?journal=12130&year=2020&volume=71&issue=1,/scimag/?journal=12130&year=2021&volume=72&issue=1
Journal of Agronomy and Crop Science,12152,John Wiley and Sons,/scimag/journals/12152,/scimag/?journal=12152&page=1,100,/scimag/?journal=12152&year=2017&volume=203&issue=4,/scimag/?journal=12152&year=2018&volume=204&issue=1,/scimag/?journal=12152&year=2019&volume=205&issue=1,/scimag/?journal=12152&year=2020&volume=206&issue=2,
Journal of Anatomy,12195,John Wiley and Sons,/scimag/journals/12195,/scimag/?journal=12195&page=1,152,/scimag/?journal=12195&year=2017&volume=230&issue=1,/scimag/?journal=12195&year=2018&volume=232&issue=1,/scimag/?journal=12195&year=2019&volume=234&issue=1,/scimag/?journal=12195&year=2020&volume=236&issue=S1,/scimag/?journal=12195&year=2021&volume=238&issue=1
Journal of Animal Breeding and Genetics,12205,John Wiley and Sons,/scimag/journals/12205,/scimag/?journal=12205&page=1,182,/scimag/?journal=12205&year=2017&volume=134&issue=1,/scimag/?journal=12205&year=2018&volume=135&issue=1,/scimag/?journal=12205&year=2019&volume=136&issue=1,/scimag/?journal=12205&year=2020&volume=137&issue=1,/scimag/?journal=12205&year=2021&volume=138&issue=1
Journal of Animal Ecology,12206,John Wiley and Sons,/scimag/journals/12206,/scimag/?journal=12206&page=1,398,/scimag/?journal=12206&year=2017&volume=86&issue=1,/scimag/?journal=12206&year=2018&volume=87&issue=1,/scimag/?journal=12206&year=2019&volume=88&issue=1,/scimag/?journal=12206&year=2020&volume=89&issue=1,
Journal of Animal Physiology and Animal Nutrition,12208,John Wiley and Sons,/scimag/journals/12208,/scimag/?journal=12208&page=1,211,/scimag/?journal=12208&year=2017&volume=101&issue=,/scimag/?journal=12208&year=2018&volume=102&issue=,/scimag/?journal=12208&year=2019&volume=103&issue=1,/scimag/?journal=12208&year=2020&volume=104&issue=1,
Journal of Applied Corporate Finance,12243,John Wiley and Sons,/scimag/journals/12243,/scimag/?journal=12243&page=1,53,/scimag/?journal=12243&year=2017&volume=29&issue=1,/scimag/?journal=12243&year=2018&volume=30&issue=2,/scimag/?journal=12243&year=2019&volume=31&issue=1,/scimag/?journal=12243&year=2020&volume=32&issue=1,
Journal of Applied Ecology,12246,John Wiley and Sons,/scimag/journals/12246,/scimag/?journal=12246&page=1,370,/scimag/?journal=12246&year=2017&volume=54&issue=1,/scimag/?journal=12246&year=2018&volume=55&issue=1,/scimag/?journal=12246&year=2019&volume=56&issue=1,/scimag/?journal=12246&year=2020&volume=57&issue=1,/scimag/?journal=12246&year=2021&volume=&issue=
Journal of Applied Econometrics,12247,John Wiley and Sons,/scimag/journals/12247,/scimag/?journal=12247&page=1,131,/scimag/?journal=12247&year=2017&volume=32&issue=3,/scimag/?journal=12247&year=2018&volume=33&issue=1,/scimag/?journal=12247&year=2019&volume=34&issue=1,/scimag/?journal=12247&year=2020&volume=35&issue=1,/scimag/?journal=12247&year=2021&volume=&issue=
Journal of Applied Entomology,12250,John Wiley and Sons,/scimag/journals/12250,/scimag/?journal=12250&page=1,332,/scimag/?journal=12250&year=2017&volume=141&issue=1-2,/scimag/?journal=12250&year=2018&volume=142&issue=1-2,/scimag/?journal=12250&year=2019&volume=143&issue=1-2,/scimag/?journal=12250&year=2020&volume=144&issue=1-2,
Journal of Applied Ichthyology,12257,John Wiley and Sons,/scimag/journals/12257,/scimag/?journal=12257&page=1,185,/scimag/?journal=12257&year=2017&volume=33&issue=1,/scimag/?journal=12257&year=2018&volume=34&issue=1,/scimag/?journal=12257&year=2019&volume=35&issue=1,/scimag/?journal=12257&year=2020&volume=36&issue=1,
Journal of Applied Microbiology,12271,John Wiley and Sons,/scimag/journals/12271,/scimag/?journal=12271&page=1,521,/scimag/?journal=12271&year=2017&volume=122&issue=1,/scimag/?journal=12271&year=2018&volume=124&issue=1,/scimag/?journal=12271&year=2019&volume=126&issue=1,/scimag/?journal=12271&year=2020&volume=128&issue=1,/scimag/?journal=12271&year=2021&volume=&issue=
Journal of Applied Philosophy,12275,John Wiley and Sons,/scimag/journals/12275,/scimag/?journal=12275&page=1,56,/scimag/?journal=12275&year=2017&volume=34&issue=1,/scimag/?journal=12275&year=2018&volume=35&issue=,/scimag/?journal=12275&year=2019&volume=36&issue=1,/scimag/?journal=12275&year=2020&volume=37&issue=1,/scimag/?journal=12275&year=2021&volume=&issue=
Journal of Applied Polymer Science,12279,John Wiley and Sons,/scimag/journals/12279,/scimag/?journal=12279&page=1,2155,/scimag/?journal=12279&year=2017&volume=134&issue=1,/scimag/?journal=12279&year=2018&volume=135&issue=1,/scimag/?journal=12279&year=2019&volume=136&issue=1,/scimag/?journal=12279&year=2020&volume=137&issue=1,/scimag/?journal=12279&year=2021&volume=138&issue=1
Journal of Applied Research in Intellectual Disabilities,12285,John Wiley and Sons,/scimag/journals/12285,/scimag/?journal=12285&page=1,73,/scimag/?journal=12285&year=2017&volume=30&issue=2,/scimag/?journal=12285&year=2018&volume=31&issue=1,/scimag/?journal=12285&year=2019&volume=32&issue=1,/scimag/?journal=12285&year=2020&volume=33&issue=1,/scimag/?journal=12285&year=2021&volume=34&issue=1
Journal of Applied Social Psychology,12293,John Wiley and Sons,/scimag/journals/12293,/scimag/?journal=12293&page=1,183,/scimag/?journal=12293&year=2017&volume=47&issue=1,/scimag/?journal=12293&year=2018&volume=48&issue=1,/scimag/?journal=12293&year=2019&volume=49&issue=1,/scimag/?journal=12293&year=2020&volume=50&issue=1,
Journal of Applied Toxicology,12297,John Wiley and Sons,/scimag/journals/12297,/scimag/?journal=12297&page=1,171,/scimag/?journal=12297&year=2017&volume=37&issue=1,/scimag/?journal=12297&year=2018&volume=38&issue=1,/scimag/?journal=12297&year=2019&volume=39&issue=1,/scimag/?journal=12297&year=2020&volume=40&issue=1,/scimag/?journal=12297&year=2021&volume=41&issue=1
Journal of Architectural Education,12314,John Wiley and Sons,/scimag/journals/12314,/scimag/?journal=12314&page=1,172,/scimag/?journal=12314&year=2017&volume=71&issue=1,/scimag/?journal=12314&year=2018&volume=72&issue=1,/scimag/?journal=12314&year=2019&volume=73&issue=1,/scimag/?journal=12314&year=2020&volume=74&issue=1,
Journal of Art & Design Education,12325,John Wiley and Sons,/scimag/journals/12325,/scimag/?journal=12325&page=1,1,,,,,
Journal of Autonomic Pharmacology,12380,John Wiley and Sons,/scimag/journals/12380,/scimag/?journal=12380&page=1,1,,,,,
Journal of Avian Biology,12381,John Wiley and Sons,/scimag/journals/12381,/scimag/?journal=12381&page=1,118,/scimag/?journal=12381&year=2017&volume=48&issue=1,/scimag/?journal=12381&year=2018&volume=49&issue=3,/scimag/?journal=12381&year=2019&volume=50&issue=2,/scimag/?journal=12381&year=2020&volume=51&issue=4,
Journal of Basic Microbiology,12402,John Wiley and Sons,/scimag/journals/12402,/scimag/?journal=12402&page=1,301,/scimag/?journal=12402&year=2017&volume=57&issue=1,/scimag/?journal=12402&year=2018&volume=58&issue=1,/scimag/?journal=12402&year=2019&volume=59&issue=1,/scimag/?journal=12402&year=2020&volume=60&issue=1,/scimag/?journal=12402&year=2021&volume=61&issue=1
Journal of Behavioral Decision Making,12409,John Wiley and Sons,/scimag/journals/12409,/scimag/?journal=12409&page=1,51,/scimag/?journal=12409&year=2017&volume=30&issue=1,/scimag/?journal=12409&year=2018&volume=31&issue=1,/scimag/?journal=12409&year=2019&volume=32&issue=1,/scimag/?journal=12409&year=2020&volume=33&issue=1,/scimag/?journal=12409&year=2021&volume=34&issue=1
Journal of Biochemical and Molecular Toxicology,12423,John Wiley and Sons,/scimag/journals/12423,/scimag/?journal=12423&page=1,88,/scimag/?journal=12423&year=2017&volume=31&issue=1,/scimag/?journal=12423&year=2018&volume=32&issue=1,/scimag/?journal=12423&year=2019&volume=33&issue=1,/scimag/?journal=12423&year=2020&volume=34&issue=1,
Journal of Biogeography,12434,John Wiley and Sons,/scimag/journals/12434,/scimag/?journal=12434&page=1,311,/scimag/?journal=12434&year=2017&volume=44&issue=1,/scimag/?journal=12434&year=2018&volume=45&issue=1,/scimag/?journal=12434&year=2019&volume=46&issue=1,/scimag/?journal=12434&year=2020&volume=47&issue=1,/scimag/?journal=12434&year=2021&volume=48&issue=6
Journal of Bioluminescence and Chemiluminescence,12449,John Wiley and Sons,/scimag/journals/12449,/scimag/?journal=12449&page=1,1,,,,,
Journal of Biomedical Materials Research,12461,John Wiley and Sons,/scimag/journals/12461,/scimag/?journal=12461&page=1,1,,,,,
Journal of Biomedical Materials Research Part A,12462,John Wiley and Sons,/scimag/journals/12462,/scimag/?journal=12462&page=1,280,/scimag/?journal=12462&year=2017&volume=105&issue=1,/scimag/?journal=12462&year=2018&volume=106&issue=1,/scimag/?journal=12462&year=2019&volume=107&issue=1,/scimag/?journal=12462&year=2020&volume=108&issue=1,/scimag/?journal=12462&year=2021&volume=109&issue=1
Journal of Biomedical Materials Research Part B: Applied Biomaterials,12463,John Wiley and Sons,/scimag/journals/12463,/scimag/?journal=12463&page=1,397,/scimag/?journal=12463&year=2017&volume=105&issue=1,/scimag/?journal=12463&year=2018&volume=106&issue=1,/scimag/?journal=12463&year=2019&volume=107&issue=1,/scimag/?journal=12463&year=2020&volume=108&issue=1,/scimag/?journal=12463&year=2021&volume=109&issue=1
Journal of Biophotonics,12481,John Wiley and Sons,/scimag/journals/12481,/scimag/?journal=12481&page=1,98,/scimag/?journal=12481&year=2017&volume=10&issue=1,/scimag/?journal=12481&year=2018&volume=11&issue=1,/scimag/?journal=12481&year=2019&volume=12&issue=1,/scimag/?journal=12481&year=2020&volume=13&issue=1,/scimag/?journal=12481&year=2021&volume=14&issue=1
Journal of Business Finance & Accounting,12546,John Wiley and Sons,/scimag/journals/12546,/scimag/?journal=12546&page=1,104,/scimag/?journal=12546&year=2017&volume=44&issue=1-2,/scimag/?journal=12546&year=2018&volume=45&issue=1-2,/scimag/?journal=12546&year=2019&volume=46&issue=1-2,/scimag/?journal=12546&year=2020&volume=47&issue=1-2,
Journal of Cardiac Surgery,12578,John Wiley and Sons,/scimag/journals/12578,/scimag/?journal=12578&page=1,231,/scimag/?journal=12578&year=2017&volume=32&issue=1,/scimag/?journal=12578&year=2018&volume=33&issue=1,/scimag/?journal=12578&year=2019&volume=34&issue=1,/scimag/?journal=12578&year=2020&volume=35&issue=1,/scimag/?journal=12578&year=2021&volume=36&issue=1
Journal of Cellular Biochemistry,12613,John Wiley and Sons,/scimag/journals/12613,/scimag/?journal=12613&page=1,585,/scimag/?journal=12613&year=2017&volume=118&issue=1,/scimag/?journal=12613&year=2018&volume=119&issue=1,/scimag/?journal=12613&year=2019&volume=120&issue=1,/scimag/?journal=12613&year=2020&volume=121&issue=1,/scimag/?journal=12613&year=2021&volume=122&issue=1
Journal of Cellular Physiology,12614,John Wiley and Sons,/scimag/journals/12614,/scimag/?journal=12614&page=1,777,/scimag/?journal=12614&year=2017&volume=232&issue=1,/scimag/?journal=12614&year=2018&volume=233&issue=1,/scimag/?journal=12614&year=2019&volume=234&issue=1,/scimag/?journal=12614&year=2020&volume=235&issue=1,/scimag/?journal=12614&year=2021&volume=236&issue=1
Journal of Chemometrics,12651,John Wiley and Sons,/scimag/journals/12651,/scimag/?journal=12651&page=1,96,/scimag/?journal=12651&year=2017&volume=31&issue=1,/scimag/?journal=12651&year=2018&volume=32&issue=1,/scimag/?journal=12651&year=2019&volume=33&issue=1,/scimag/?journal=12651&year=2020&volume=34&issue=1,
Journal of Child and Adolescent Psychiatric Nursing,12657,John Wiley and Sons,/scimag/journals/12657,/scimag/?journal=12657&page=1,48,/scimag/?journal=12657&year=2017&volume=30&issue=1,/scimag/?journal=12657&year=2018&volume=31&issue=1,/scimag/?journal=12657&year=2019&volume=32&issue=1,/scimag/?journal=12657&year=2020&volume=33&issue=1,
Journal of Child Psychology and Psychiatry,12664,John Wiley and Sons,/scimag/journals/12664,/scimag/?journal=12664&page=1,233,/scimag/?journal=12664&year=2017&volume=58&issue=1,/scimag/?journal=12664&year=2018&volume=59&issue=1,/scimag/?journal=12664&year=2019&volume=60&issue=1,/scimag/?journal=12664&year=2020&volume=61&issue=1,/scimag/?journal=12664&year=2021&volume=&issue=
Journal of Chinese Philosophy,12684,John Wiley and Sons,/scimag/journals/12684,/scimag/?journal=12684&page=1,53,/scimag/?journal=12684&year=2017&volume=44&issue=1-2,/scimag/?journal=12684&year=2018&volume=45&issue=1-2,/scimag/?journal=12684&year=2019&volume=46&issue=1-2,/scimag/?journal=12684&year=2020&volume=47&issue=1-2,
Journal of Clinical Apheresis,12727,John Wiley and Sons,/scimag/journals/12727,/scimag/?journal=12727&page=1,70,/scimag/?journal=12727&year=2017&volume=32&issue=1,/scimag/?journal=12727&year=2018&volume=33&issue=1,/scimag/?journal=12727&year=2019&volume=34&issue=1,/scimag/?journal=12727&year=2020&volume=35&issue=1,
Journal of Clinical Laboratory Analysis,12745,John Wiley and Sons,/scimag/journals/12745,/scimag/?journal=12745&page=1,140,/scimag/?journal=12745&year=2017&volume=31&issue=1,/scimag/?journal=12745&year=2018&volume=32&issue=1,/scimag/?journal=12745&year=2019&volume=33&issue=1,/scimag/?journal=12745&year=2020&volume=34&issue=1,
Journal of Clinical Nursing,12759,John Wiley and Sons,/scimag/journals/12759,/scimag/?journal=12759&page=1,323,/scimag/?journal=12759&year=2017&volume=26&issue=1-2,/scimag/?journal=12759&year=2018&volume=27&issue=1-2,/scimag/?journal=12759&year=2019&volume=28&issue=1-2,/scimag/?journal=12759&year=2020&volume=29&issue=1-2,/scimag/?journal=12759&year=2021&volume=&issue=
Journal of Clinical Periodontology,12764,John Wiley and Sons,/scimag/journals/12764,/scimag/?journal=12764&page=1,311,/scimag/?journal=12764&year=2017&volume=44&issue=,/scimag/?journal=12764&year=2018&volume=45&issue=,/scimag/?journal=12764&year=2019&volume=46&issue=,/scimag/?journal=12764&year=2020&volume=47&issue=S22,
Journal of Clinical Pharmacy and Therapeutics,12766,John Wiley and Sons,/scimag/journals/12766,/scimag/?journal=12766&page=1,140,/scimag/?journal=12766&year=2017&volume=42&issue=1,/scimag/?journal=12766&year=2018&volume=43&issue=1,/scimag/?journal=12766&year=2019&volume=44&issue=1,/scimag/?journal=12766&year=2020&volume=45&issue=,/scimag/?journal=12766&year=2021&volume=46&issue=1
Journal of Clinical Psychology,12767,John Wiley and Sons,/scimag/journals/12767,/scimag/?journal=12767&page=1,427,/scimag/?journal=12767&year=2017&volume=73&issue=1,/scimag/?journal=12767&year=2018&volume=74&issue=1,/scimag/?journal=12767&year=2019&volume=75&issue=1,/scimag/?journal=12767&year=2020&volume=76&issue=1,/scimag/?journal=12767&year=2021&volume=77&issue=1
Journal of Clinical Ultrasound,12774,John Wiley and Sons,/scimag/journals/12774,/scimag/?journal=12774&page=1,235,/scimag/?journal=12774&year=2017&volume=45&issue=1,/scimag/?journal=12774&year=2018&volume=46&issue=1,/scimag/?journal=12774&year=2019&volume=47&issue=1,/scimag/?journal=12774&year=2020&volume=48&issue=1,/scimag/?journal=12774&year=2021&volume=49&issue=1
Journal of Combinatorial Designs,12807,John Wiley and Sons,/scimag/journals/12807,/scimag/?journal=12807&page=1,47,/scimag/?journal=12807&year=2017&volume=25&issue=1,/scimag/?journal=12807&year=2018&volume=26&issue=1,/scimag/?journal=12807&year=2019&volume=27&issue=1,/scimag/?journal=12807&year=2020&volume=28&issue=1,/scimag/?journal=12807&year=2021&volume=29&issue=1
Journal of Communication,12816,John Wiley and Sons,/scimag/journals/12816,/scimag/?journal=12816&page=1,170,/scimag/?journal=12816&year=2017&volume=8&issue=1,/scimag/?journal=12816&year=2018&volume=68&issue=1,/scimag/?journal=12816&year=2019&volume=69&issue=1,/scimag/?journal=12816&year=2020&volume=70&issue=1,
Journal of Community & Applied Social Psychology,12827,John Wiley and Sons,/scimag/journals/12827,/scimag/?journal=12827&page=1,55,/scimag/?journal=12827&year=2017&volume=27&issue=1,/scimag/?journal=12827&year=2018&volume=28&issue=1,/scimag/?journal=12827&year=2019&volume=29&issue=1,/scimag/?journal=12827&year=2020&volume=30&issue=1,
Journal of Community Psychology,12834,John Wiley and Sons,/scimag/journals/12834,/scimag/?journal=12834&page=1,120,/scimag/?journal=12834&year=2017&volume=45&issue=1,/scimag/?journal=12834&year=2018&volume=46&issue=1,/scimag/?journal=12834&year=2019&volume=47&issue=1,/scimag/?journal=12834&year=2020&volume=48&issue=1,
Journal of Computational Chemistry,12863,John Wiley and Sons,/scimag/journals/12863,/scimag/?journal=12863&page=1,324,/scimag/?journal=12863&year=2017&volume=38&issue=1,/scimag/?journal=12863&year=2018&volume=39&issue=1,/scimag/?journal=12863&year=2019&volume=40&issue=1,/scimag/?journal=12863&year=2020&volume=41&issue=1,/scimag/?journal=12863&year=2021&volume=42&issue=1
Journal of Computer Assisted Learning,12876,John Wiley and Sons,/scimag/journals/12876,/scimag/?journal=12876&page=1,67,/scimag/?journal=12876&year=2017&volume=33&issue=1,/scimag/?journal=12876&year=2018&volume=34&issue=1,/scimag/?journal=12876&year=2019&volume=35&issue=1,/scimag/?journal=12876&year=2020&volume=36&issue=1,
Journal of Computer-Mediated Communication,12890,John Wiley and Sons,/scimag/journals/12890,/scimag/?journal=12890&page=1,25,/scimag/?journal=12890&year=2017&volume=22&issue=1,/scimag/?journal=12890&year=2018&volume=23&issue=1,/scimag/?journal=12890&year=2019&volume=24&issue=1,/scimag/?journal=12890&year=2020&volume=25&issue=1,
Journal of Consumer Affairs,12911,John Wiley and Sons,/scimag/journals/12911,/scimag/?journal=12911&page=1,56,/scimag/?journal=12911&year=2017&volume=51&issue=1,/scimag/?journal=12911&year=2018&volume=52&issue=1,/scimag/?journal=12911&year=2019&volume=53&issue=1,/scimag/?journal=12911&year=2020&volume=54&issue=1,
Journal of Consumer Behaviour,12912,John Wiley and Sons,/scimag/journals/12912,/scimag/?journal=12912&page=1,37,/scimag/?journal=12912&year=2017&volume=16&issue=1,/scimag/?journal=12912&year=2018&volume=17&issue=1,/scimag/?journal=12912&year=2019&volume=18&issue=1,/scimag/?journal=12912&year=2020&volume=19&issue=1,
Journal of Contingencies and Crisis Management,12936,John Wiley and Sons,/scimag/journals/12936,/scimag/?journal=12936&page=1,37,/scimag/?journal=12936&year=2017&volume=25&issue=1,/scimag/?journal=12936&year=2018&volume=26&issue=1,/scimag/?journal=12936&year=2019&volume=27&issue=1,/scimag/?journal=12936&year=2020&volume=28&issue=1,
Journal of Continuing Education in the Health Professions,12937,John Wiley and Sons,/scimag/journals/12937,/scimag/?journal=12937&page=1,80,/scimag/?journal=12937&year=2017&volume=37&issue=1,/scimag/?journal=12937&year=2018&volume=38&issue=1,/scimag/?journal=12937&year=2019&volume=39&issue=1,/scimag/?journal=12937&year=2020&volume=Publish%20Ahead%20of%20Print&issue=,
Journal of Corporate Accounting & Finance,12947,John Wiley and Sons,/scimag/journals/12947,/scimag/?journal=12947&page=1,101,/scimag/?journal=12947&year=2017&volume=28&issue=2,/scimag/?journal=12947&year=2018&volume=29&issue=1,/scimag/?journal=12947&year=2019&volume=30&issue=1,/scimag/?journal=12947&year=2020&volume=31&issue=1,
Journal of Cosmetic Dermatology,12953,John Wiley and Sons,/scimag/journals/12953,/scimag/?journal=12953&page=1,96,/scimag/?journal=12953&year=2017&volume=16&issue=1,/scimag/?journal=12953&year=2018&volume=17&issue=1,/scimag/?journal=12953&year=2019&volume=18&issue=1,/scimag/?journal=12953&year=2020&volume=19&issue=1,/scimag/?journal=12953&year=2021&volume=20&issue=1
