Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
International Journal of Remote Sensing,11071,Taylor and Francis Group,/scimag/journals/11071,/scimag/?journal=11071&page=1,496,/scimag/?journal=11071&year=2017&volume=38&issue=sup1,/scimag/?journal=11071&year=2018&volume=39&issue=1,/scimag/?journal=11071&year=2019&volume=40&issue=1,/scimag/?journal=11071&year=2020&volume=41&issue=4,/scimag/?journal=11071&year=2021&volume=42&issue=1
International Journal of Research & Method in Education,11073,Taylor and Francis Group,/scimag/journals/11073,/scimag/?journal=11073&page=1,23,/scimag/?journal=11073&year=2017&volume=40&issue=1,/scimag/?journal=11073&year=2018&volume=41&issue=1,/scimag/?journal=11073&year=2019&volume=42&issue=1,/scimag/?journal=11073&year=2020&volume=43&issue=2,
International Journal of Science Education,11105,Taylor and Francis Group,/scimag/journals/11105,/scimag/?journal=11105&page=1,127,/scimag/?journal=11105&year=2017&volume=39&issue=1,/scimag/?journal=11105&year=2018&volume=40&issue=2,/scimag/?journal=11105&year=2019&volume=41&issue=2,/scimag/?journal=11105&year=2020&volume=42&issue=1,
International Journal of Smart Engineering System Design,11137,Taylor and Francis Group,/scimag/journals/11137,/scimag/?journal=11137&page=1,3,,,,,
International Journal of Social Research Methodology,11147,Taylor and Francis Group,/scimag/journals/11147,/scimag/?journal=11147&page=1,43,/scimag/?journal=11147&year=2017&volume=20&issue=2,/scimag/?journal=11147&year=2018&volume=21&issue=1,/scimag/?journal=11147&year=2019&volume=22&issue=1,/scimag/?journal=11147&year=2020&volume=23&issue=5,/scimag/?journal=11147&year=2021&volume=24&issue=1
International Journal of Solar Energy,11163,Taylor and Francis Group,/scimag/journals/11163,/scimag/?journal=11163&page=1,20,,,,,
International Journal of Sport Policy and Politics,11177,Taylor and Francis Group,/scimag/journals/11177,/scimag/?journal=11177&page=1,20,/scimag/?journal=11177&year=2017&volume=9&issue=1,/scimag/?journal=11177&year=2018&volume=10&issue=1,/scimag/?journal=11177&year=2019&volume=11&issue=1,/scimag/?journal=11177&year=2020&volume=12&issue=1,
International Journal of Surface Mining Reclamation and Environment,11199,Taylor and Francis Group,/scimag/journals/11199,/scimag/?journal=11199&page=1,27,,,,,
International Journal of Sustainable Energy,11211,Taylor and Francis Group,/scimag/journals/11211,/scimag/?journal=11211&page=1,30,/scimag/?journal=11211&year=2017&volume=36&issue=1,/scimag/?journal=11211&year=2018&volume=&issue=,/scimag/?journal=11211&year=2019&volume=&issue=,/scimag/?journal=11211&year=2020&volume=39&issue=6,
International Journal of Systems Science,11228,Taylor and Francis Group,/scimag/journals/11228,/scimag/?journal=11228&page=1,307,/scimag/?journal=11228&year=2017&volume=48&issue=3,/scimag/?journal=11228&year=2018&volume=49&issue=1,/scimag/?journal=11228&year=2019&volume=50&issue=1,/scimag/?journal=11228&year=2020&volume=51&issue=1,/scimag/?journal=11228&year=2021&volume=&issue=
International Journal of the Economics of Business,11254,Taylor and Francis Group,/scimag/journals/11254,/scimag/?journal=11254&page=1,28,/scimag/?journal=11254&year=2017&volume=24&issue=1,/scimag/?journal=11254&year=2018&volume=25&issue=1,/scimag/?journal=11254&year=2019&volume=26&issue=1,/scimag/?journal=11254&year=2020&volume=27&issue=1,
International Journal of the Legal Profession,11256,Taylor and Francis Group,/scimag/journals/11256,/scimag/?journal=11256&page=1,21,/scimag/?journal=11256&year=2017&volume=24&issue=1,/scimag/?journal=11256&year=2018&volume=25&issue=1,/scimag/?journal=11256&year=2019&volume=26&issue=1,/scimag/?journal=11256&year=2020&volume=27&issue=1,
International Journal of Urban Sustainable Development,11296,Taylor and Francis Group,/scimag/journals/11296,/scimag/?journal=11296&page=1,10,/scimag/?journal=11296&year=2017&volume=9&issue=1,/scimag/?journal=11296&year=2018&volume=10&issue=1,/scimag/?journal=11296&year=2019&volume=11&issue=1,/scimag/?journal=11296&year=2020&volume=&issue=,
International Journal of Water Resources Development,11319,Taylor and Francis Group,/scimag/journals/11319,/scimag/?journal=11319&page=1,72,/scimag/?journal=11319&year=2017&volume=33&issue=1,/scimag/?journal=11319&year=2018&volume=34&issue=1,/scimag/?journal=11319&year=2019&volume=35&issue=1,/scimag/?journal=11319&year=2020&volume=36&issue=sup1,
International Planning Studies,11402,Taylor and Francis Group,/scimag/journals/11402,/scimag/?journal=11402&page=1,29,/scimag/?journal=11402&year=2017&volume=22&issue=1,/scimag/?journal=11402&year=2018&volume=23&issue=3,/scimag/?journal=11402&year=2019&volume=24&issue=1,/scimag/?journal=11402&year=2020&volume=25&issue=1,
International Public Management Journal,11409,Taylor and Francis Group,/scimag/journals/11409,/scimag/?journal=11409&page=1,23,/scimag/?journal=11409&year=2017&volume=20&issue=1,/scimag/?journal=11409&year=2018&volume=21&issue=2,/scimag/?journal=11409&year=2019&volume=22&issue=1,/scimag/?journal=11409&year=2020&volume=23&issue=2,
International Review of Applied Economics,11420,Taylor and Francis Group,/scimag/journals/11420,/scimag/?journal=11420&page=1,47,/scimag/?journal=11420&year=2017&volume=31&issue=1,/scimag/?journal=11420&year=2018&volume=32&issue=1,/scimag/?journal=11420&year=2019&volume=33&issue=1,/scimag/?journal=11420&year=2020&volume=34&issue=2,/scimag/?journal=11420&year=2021&volume=35&issue=1
International Review of Law Computers & Technology,11431,Taylor and Francis Group,/scimag/journals/11431,/scimag/?journal=11431&page=1,36,/scimag/?journal=11431&year=2017&volume=31&issue=1,/scimag/?journal=11431&year=2018&volume=32&issue=1,/scimag/?journal=11431&year=2019&volume=33&issue=1,/scimag/?journal=11431&year=2020&volume=34&issue=1,
International Review of Sociology,11440,Taylor and Francis Group,/scimag/journals/11440,/scimag/?journal=11440&page=1,41,/scimag/?journal=11440&year=2017&volume=27&issue=1,/scimag/?journal=11440&year=2018&volume=28&issue=1,/scimag/?journal=11440&year=2019&volume=29&issue=1,/scimag/?journal=11440&year=2020&volume=30&issue=1,
International Review of Sport and Exercise Psychology,11441,Taylor and Francis Group,/scimag/journals/11441,/scimag/?journal=11441&page=1,8,/scimag/?journal=11441&year=2017&volume=10&issue=1,/scimag/?journal=11441&year=2018&volume=&issue=,/scimag/?journal=11441&year=2019&volume=&issue=,/scimag/?journal=11441&year=2020&volume=&issue=,/scimag/?journal=11441&year=2021&volume=&issue=
International Reviews in Physical Chemistry,11447,Taylor and Francis Group,/scimag/journals/11447,/scimag/?journal=11447&page=1,26,/scimag/?journal=11447&year=2017&volume=36&issue=1,/scimag/?journal=11447&year=2018&volume=37&issue=1,/scimag/?journal=11447&year=2019&volume=38&issue=1,/scimag/?journal=11447&year=2020&volume=39&issue=1,/scimag/?journal=11447&year=2021&volume=40&issue=1
International Studies in Catholic Education,11460,Taylor and Francis Group,/scimag/journals/11460,/scimag/?journal=11460&page=1,11,/scimag/?journal=11460&year=2017&volume=9&issue=1,/scimag/?journal=11460&year=2018&volume=10&issue=1,/scimag/?journal=11460&year=2019&volume=11&issue=1,/scimag/?journal=11460&year=2020&volume=12&issue=1,
International Studies in Sociology of Education,11461,Taylor and Francis Group,/scimag/journals/11461,/scimag/?journal=11461&page=1,24,/scimag/?journal=11461&year=2017&volume=26&issue=1,/scimag/?journal=11461&year=2018&volume=27&issue=1,/scimag/?journal=11461&year=2019&volume=28&issue=1,/scimag/?journal=11461&year=2020&volume=29&issue=3,/scimag/?journal=11461&year=2021&volume=&issue=
International Studies in the Philosophy of Science,11462,Taylor and Francis Group,/scimag/journals/11462,/scimag/?journal=11462&page=1,38,/scimag/?journal=11462&year=2017&volume=31&issue=1,,/scimag/?journal=11462&year=2019&volume=32&issue=1,/scimag/?journal=11462&year=2020&volume=33&issue=1,
Interventions,11502,Taylor and Francis Group,/scimag/journals/11502,/scimag/?journal=11502&page=1,44,/scimag/?journal=11502&year=2017&volume=19&issue=1,/scimag/?journal=11502&year=2018&volume=20&issue=1,/scimag/?journal=11502&year=2019&volume=21&issue=1,/scimag/?journal=11502&year=2020&volume=22&issue=1,
Inverse Problems in Engineering,11512,Taylor and Francis Group,/scimag/journals/11512,/scimag/?journal=11512&page=1,11,,,,,
Inverse Problems in Science and Engineering,11513,Taylor and Francis Group,/scimag/journals/11513,/scimag/?journal=11513&page=1,50,/scimag/?journal=11513&year=2017&volume=25&issue=1,/scimag/?journal=11513&year=2018&volume=26&issue=2,/scimag/?journal=11513&year=2019&volume=27&issue=6,/scimag/?journal=11513&year=2020&volume=28&issue=1,
Iranian Studies,11544,Taylor and Francis Group,/scimag/journals/11544,/scimag/?journal=11544&page=1,147,/scimag/?journal=11544&year=2017&volume=50&issue=1,/scimag/?journal=11544&year=2018&volume=51&issue=1,/scimag/?journal=11544&year=2019&volume=52&issue=1-2,/scimag/?journal=11544&year=2020&volume=53&issue=1-2,
Irish Educational Studies,11585,Taylor and Francis Group,/scimag/journals/11585,/scimag/?journal=11585&page=1,45,/scimag/?journal=11585&year=2017&volume=36&issue=1,/scimag/?journal=11585&year=2018&volume=37&issue=1,/scimag/?journal=11585&year=2019&volume=38&issue=1,/scimag/?journal=11585&year=2020&volume=39&issue=1,
Irish Studies Review,11595,Taylor and Francis Group,/scimag/journals/11595,/scimag/?journal=11595&page=1,57,/scimag/?journal=11595&year=2017&volume=25&issue=1,/scimag/?journal=11595&year=2018&volume=26&issue=1,/scimag/?journal=11595&year=2019&volume=27&issue=1,/scimag/?journal=11595&year=2020&volume=28&issue=1,
Islam and Christian-Muslim Relations,11612,Taylor and Francis Group,/scimag/journals/11612,/scimag/?journal=11612&page=1,53,/scimag/?journal=11612&year=2017&volume=28&issue=1,/scimag/?journal=11612&year=2018&volume=29&issue=1,/scimag/?journal=11612&year=2019&volume=30&issue=1,/scimag/?journal=11612&year=2020&volume=31&issue=2,
Isotopes in Environmental and Health Studies,11618,Taylor and Francis Group,/scimag/journals/11618,/scimag/?journal=11618&page=1,49,/scimag/?journal=11618&year=2017&volume=53&issue=1,/scimag/?journal=11618&year=2018&volume=54&issue=2,/scimag/?journal=11618&year=2019&volume=55&issue=1,/scimag/?journal=11618&year=2020&volume=56&issue=1,
Italian Journal of Zoology,11738,Taylor and Francis Group,/scimag/journals/11738,/scimag/?journal=11738&page=1,61,,,,,
Japan Forum,11796,Taylor and Francis Group,/scimag/journals/11796,/scimag/?journal=11796&page=1,40,/scimag/?journal=11796&year=2017&volume=29&issue=1,/scimag/?journal=11796&year=2018&volume=30&issue=1,/scimag/?journal=11796&year=2019&volume=31&issue=1,/scimag/?journal=11796&year=2020&volume=32&issue=1,
Japanese Studies,11880,Taylor and Francis Group,/scimag/journals/11880,/scimag/?journal=11880&page=1,53,/scimag/?journal=11880&year=2017&volume=37&issue=1,/scimag/?journal=11880&year=2018&volume=38&issue=1,/scimag/?journal=11880&year=2019&volume=39&issue=1,/scimag/?journal=11880&year=2020&volume=40&issue=3,
Jazz Perspectives,11887,Taylor and Francis Group,/scimag/journals/11887,/scimag/?journal=11887&page=1,10,/scimag/?journal=11887&year=2017&volume=10&issue=2-3,/scimag/?journal=11887&year=2018&volume=11&issue=1,/scimag/?journal=11887&year=2019&volume=&issue=,/scimag/?journal=11887&year=2020&volume=12&issue=1,
Journal for Cultural Research,11973,Taylor and Francis Group,/scimag/journals/11973,/scimag/?journal=11973&page=1,21,/scimag/?journal=11973&year=2017&volume=21&issue=1,/scimag/?journal=11973&year=2018&volume=22&issue=1,/scimag/?journal=11973&year=2019&volume=23&issue=1,/scimag/?journal=11973&year=2020&volume=24&issue=1,
Journal for Specialists in Group Work,11992,Taylor and Francis Group,/scimag/journals/11992,/scimag/?journal=11992&page=1,54,/scimag/?journal=11992&year=2017&volume=42&issue=1,/scimag/?journal=11992&year=2018&volume=43&issue=1,/scimag/?journal=11992&year=2019&volume=44&issue=1,/scimag/?journal=11992&year=2020&volume=45&issue=1,
Journal of Adhesion Science and Technology,12054,Taylor and Francis Group,/scimag/journals/12054,/scimag/?journal=12054&page=1,171,/scimag/?journal=12054&year=2017&volume=31&issue=1,/scimag/?journal=12054&year=2018&volume=32&issue=4,/scimag/?journal=12054&year=2019&volume=33&issue=1,/scimag/?journal=12054&year=2020&volume=34&issue=1,
Journal of African Cultural Studies,12104,Taylor and Francis Group,/scimag/journals/12104,/scimag/?journal=12104&page=1,27,/scimag/?journal=12104&year=2017&volume=29&issue=1,/scimag/?journal=12104&year=2018&volume=30&issue=1,/scimag/?journal=12104&year=2019&volume=31&issue=1,/scimag/?journal=12104&year=2020&volume=32&issue=1,/scimag/?journal=12104&year=2021&volume=33&issue=1
Journal of Aging & Pharmacotherapy,12115,Taylor and Francis Group,/scimag/journals/12115,/scimag/?journal=12115&page=1,1,,,,,
Journal of Applied Communication Research,12241,Taylor and Francis Group,/scimag/journals/12241,/scimag/?journal=12241&page=1,45,/scimag/?journal=12241&year=2017&volume=45&issue=1,/scimag/?journal=12241&year=2018&volume=46&issue=1,/scimag/?journal=12241&year=2019&volume=47&issue=2,/scimag/?journal=12241&year=2020&volume=48&issue=1,
Journal of Applied Management Studies,12260,Taylor and Francis Group,/scimag/journals/12260,/scimag/?journal=12260&page=1,1,,,,,
Journal of Applied Sport Psychology,12295,Taylor and Francis Group,/scimag/journals/12295,/scimag/?journal=12295&page=1,35,/scimag/?journal=12295&year=2017&volume=29&issue=2,/scimag/?journal=12295&year=2018&volume=30&issue=1,/scimag/?journal=12295&year=2019&volume=&issue=,/scimag/?journal=12295&year=2020&volume=&issue=,
Journal of Applied Statistics,12296,Taylor and Francis Group,/scimag/journals/12296,/scimag/?journal=12296&page=1,172,/scimag/?journal=12296&year=2017&volume=44&issue=1,/scimag/?journal=12296&year=2018&volume=45&issue=7,/scimag/?journal=12296&year=2019&volume=46&issue=1,/scimag/?journal=12296&year=2020&volume=47&issue=13-15,/scimag/?journal=12296&year=2021&volume=48&issue=1
Journal of Asian Natural Products Research,12340,Taylor and Francis Group,/scimag/journals/12340,/scimag/?journal=12340&page=1,110,/scimag/?journal=12340&year=2017&volume=19&issue=1,/scimag/?journal=12340&year=2018&volume=20&issue=5,/scimag/?journal=12340&year=2019&volume=21&issue=5,/scimag/?journal=12340&year=2020&volume=22&issue=10,
Journal of Atmospheric & Ocean Science,12359,Taylor and Francis Group,/scimag/journals/12359,/scimag/?journal=12359&page=1,2,,,,,
Journal of Audiovisual Media in Medicine,12368,Taylor and Francis Group,/scimag/journals/12368,/scimag/?journal=12368&page=1,1,,,,,
Journal of Baltic Studies,12391,Taylor and Francis Group,/scimag/journals/12391,/scimag/?journal=12391&page=1,70,/scimag/?journal=12391&year=2017&volume=48&issue=1,/scimag/?journal=12391&year=2018&volume=49&issue=1,/scimag/?journal=12391&year=2019&volume=50&issue=1,/scimag/?journal=12391&year=2020&volume=51&issue=1,
Journal of Beliefs & Values,12415,Taylor and Francis Group,/scimag/journals/12415,/scimag/?journal=12415&page=1,44,/scimag/?journal=12415&year=2017&volume=38&issue=1,/scimag/?journal=12415&year=2018&volume=39&issue=1,/scimag/?journal=12415&year=2019&volume=40&issue=1,/scimag/?journal=12415&year=2020&volume=41&issue=2,
Journal of Biological Dynamics,12437,Taylor and Francis Group,/scimag/journals/12437,/scimag/?journal=12437&page=1,23,/scimag/?journal=12437&year=2017&volume=11&issue=sup1,/scimag/?journal=12437&year=2018&volume=12&issue=1,/scimag/?journal=12437&year=2019&volume=13&issue=sup1,/scimag/?journal=12437&year=2020&volume=14&issue=1,
Journal of Biomaterials Science Polymer Edition,12452,Taylor and Francis Group,/scimag/journals/12452,/scimag/?journal=12452&page=1,124,/scimag/?journal=12452&year=2017&volume=28&issue=2,/scimag/?journal=12452&year=2018&volume=29&issue=2,/scimag/?journal=12452&year=2019&volume=30&issue=4,/scimag/?journal=12452&year=2020&volume=&issue=,
Journal of Biopharmaceutical Statistics,12480,Taylor and Francis Group,/scimag/journals/12480,/scimag/?journal=12480&page=1,83,/scimag/?journal=12480&year=2017&volume=27&issue=1,/scimag/?journal=12480&year=2018&volume=28&issue=1,/scimag/?journal=12480&year=2019&volume=29&issue=2,/scimag/?journal=12480&year=2020&volume=30&issue=1,
Journal of Cancer Pain & Symptom Palliation,12565,Taylor and Francis Group,/scimag/journals/12565,/scimag/?journal=12565&page=1,2,,,,,
Journal of Carbohydrate Chemistry,12574,Taylor and Francis Group,/scimag/journals/12574,/scimag/?journal=12574&page=1,94,/scimag/?journal=12574&year=2017&volume=36&issue=2-3,/scimag/?journal=12574&year=2018&volume=37&issue=1,/scimag/?journal=12574&year=2019&volume=38&issue=1,/scimag/?journal=12574&year=2020&volume=39&issue=1,
Journal of Change Management,12624,Taylor and Francis Group,/scimag/journals/12624,/scimag/?journal=12624&page=1,22,/scimag/?journal=12624&year=2017&volume=17&issue=1,/scimag/?journal=12624&year=2018&volume=18&issue=1,/scimag/?journal=12624&year=2019&volume=19&issue=1,/scimag/?journal=12624&year=2020&volume=&issue=,
Journal of Child and Adolescent Mental Health,12656,Taylor and Francis Group,/scimag/journals/12656,/scimag/?journal=12656&page=1,16,/scimag/?journal=12656&year=2017&volume=29&issue=1,/scimag/?journal=12656&year=2018&volume=30&issue=1,/scimag/?journal=12656&year=2019&volume=31&issue=1,/scimag/?journal=12656&year=2020&volume=32&issue=1,
Journal of Child Psychotherapy,12665,Taylor and Francis Group,/scimag/journals/12665,/scimag/?journal=12665&page=1,55,/scimag/?journal=12665&year=2017&volume=43&issue=1,/scimag/?journal=12665&year=2018&volume=44&issue=1,/scimag/?journal=12665&year=2019&volume=45&issue=1,/scimag/?journal=12665&year=2020&volume=46&issue=1,
Journal of Children and Media,12667,Taylor and Francis Group,/scimag/journals/12667,/scimag/?journal=12667&page=1,22,/scimag/?journal=12667&year=2017&volume=11&issue=1,/scimag/?journal=12667&year=2018&volume=12&issue=1,/scimag/?journal=12667&year=2019&volume=13&issue=1,/scimag/?journal=12667&year=2020&volume=14&issue=1,
Journal of Children and Poverty,12668,Taylor and Francis Group,/scimag/journals/12668,/scimag/?journal=12668&page=1,15,/scimag/?journal=12668&year=2017&volume=23&issue=1,/scimag/?journal=12668&year=2018&volume=24&issue=1,/scimag/?journal=12668&year=2019&volume=25&issue=1,/scimag/?journal=12668&year=2020&volume=26&issue=1,
Journal of Children's Health,12670,Taylor and Francis Group,/scimag/journals/12670,/scimag/?journal=12670&page=1,2,,,,,
Journal of Chinese Economic and Business Studies,12677,Taylor and Francis Group,/scimag/journals/12677,/scimag/?journal=12677&page=1,15,/scimag/?journal=12677&year=2017&volume=15&issue=1,/scimag/?journal=12677&year=2018&volume=16&issue=1,/scimag/?journal=12677&year=2019&volume=17&issue=1,/scimag/?journal=12677&year=2020&volume=18&issue=2,
Journal of Chronic Fatigue Syndrome,12696,Taylor and Francis Group,/scimag/journals/12696,/scimag/?journal=12696&page=1,17,,,,,
Journal of Civil Society,12705,Taylor and Francis Group,/scimag/journals/12705,/scimag/?journal=12705&page=1,16,/scimag/?journal=12705&year=2017&volume=13&issue=1,/scimag/?journal=12705&year=2018&volume=14&issue=1,/scimag/?journal=12705&year=2019&volume=15&issue=1,/scimag/?journal=12705&year=2020&volume=16&issue=1,
Journal of Clinical and Experimental Neuropsychology,12725,Taylor and Francis Group,/scimag/journals/12725,/scimag/?journal=12725&page=1,129,/scimag/?journal=12725&year=2017&volume=39&issue=2,/scimag/?journal=12725&year=2018&volume=40&issue=10,/scimag/?journal=12725&year=2019&volume=41&issue=5,/scimag/?journal=12725&year=2020&volume=42&issue=4,
Journal of Cognitive Psychology,12788,Taylor and Francis Group,/scimag/journals/12788,/scimag/?journal=12788&page=1,30,/scimag/?journal=12788&year=2017&volume=29&issue=1,/scimag/?journal=12788&year=2018&volume=30&issue=1,/scimag/?journal=12788&year=2019&volume=31&issue=1,/scimag/?journal=12788&year=2020&volume=32&issue=1,
Journal of Commonwealth Law and Legal Education,12814,Taylor and Francis Group,/scimag/journals/12814,/scimag/?journal=12814&page=1,4,,,,,
Journal of Commonwealth Political Studies,12815,Taylor and Francis Group,/scimag/journals/12815,/scimag/?journal=12815&page=1,10,,,,,
Journal of Comparative Social Welfare,12848,Taylor and Francis Group,/scimag/journals/12848,/scimag/?journal=12848&page=1,7,,,,,
Journal of Constructivist Psychology,12908,Taylor and Francis Group,/scimag/journals/12908,/scimag/?journal=12908&page=1,34,/scimag/?journal=12908&year=2017&volume=30&issue=3,/scimag/?journal=12908&year=2018&volume=31&issue=1,/scimag/?journal=12908&year=2019&volume=32&issue=3,/scimag/?journal=12908&year=2020&volume=33&issue=1,
Journal of Contemporary African Studies,12922,Taylor and Francis Group,/scimag/journals/12922,/scimag/?journal=12922&page=1,40,/scimag/?journal=12922&year=2017&volume=35&issue=1,/scimag/?journal=12922&year=2018&volume=36&issue=1,/scimag/?journal=12922&year=2019&volume=37&issue=1,/scimag/?journal=12922&year=2020&volume=38&issue=1,/scimag/?journal=12922&year=2021&volume=39&issue=1
Journal of Contemporary Asia,12923,Taylor and Francis Group,/scimag/journals/12923,/scimag/?journal=12923&page=1,92,/scimag/?journal=12923&year=2017&volume=47&issue=1,/scimag/?journal=12923&year=2018&volume=&issue=,/scimag/?journal=12923&year=2019&volume=49&issue=1,/scimag/?journal=12923&year=2020&volume=50&issue=1,/scimag/?journal=12923&year=2021&volume=51&issue=1
Journal of Contemporary China,12925,Taylor and Francis Group,/scimag/journals/12925,/scimag/?journal=12925&page=1,53,/scimag/?journal=12925&year=2017&volume=26&issue=104,/scimag/?journal=12925&year=2018&volume=27&issue=110,/scimag/?journal=12925&year=2019&volume=28&issue=117,/scimag/?journal=12925&year=2020&volume=&issue=,/scimag/?journal=12925&year=2021&volume=&issue=
Journal of Contemporary European Studies,12928,Taylor and Francis Group,/scimag/journals/12928,/scimag/?journal=12928&page=1,49,/scimag/?journal=12928&year=2017&volume=25&issue=1,/scimag/?journal=12928&year=2018&volume=26&issue=1,/scimag/?journal=12928&year=2019&volume=27&issue=1,/scimag/?journal=12928&year=2020&volume=28&issue=2,
Journal of Contemporary Religion,12933,Taylor and Francis Group,/scimag/journals/12933,/scimag/?journal=12933&page=1,51,/scimag/?journal=12933&year=2017&volume=32&issue=1,/scimag/?journal=12933&year=2018&volume=33&issue=1,/scimag/?journal=12933&year=2019&volume=34&issue=1,/scimag/?journal=12933&year=2020&volume=35&issue=1,
Journal of Coordination Chemistry,12945,Taylor and Francis Group,/scimag/journals/12945,/scimag/?journal=12945&page=1,305,/scimag/?journal=12945&year=2017&volume=70&issue=1,/scimag/?journal=12945&year=2018&volume=71&issue=2,/scimag/?journal=12945&year=2019&volume=72&issue=2,/scimag/?journal=12945&year=2020&volume=73&issue=1,
Journal of Crash Prevention and Injury Control,12965,Taylor and Francis Group,/scimag/journals/12965,/scimag/?journal=12965&page=1,2,,,,,
Journal of Criminal Justice Education,12970,Taylor and Francis Group,/scimag/journals/12970,/scimag/?journal=12970&page=1,40,/scimag/?journal=12970&year=2017&volume=28&issue=2,/scimag/?journal=12970&year=2018&volume=29&issue=1,/scimag/?journal=12970&year=2019&volume=30&issue=1,/scimag/?journal=12970&year=2020&volume=31&issue=2,
Journal of Development Effectiveness,13044,Taylor and Francis Group,/scimag/journals/13044,/scimag/?journal=13044&page=1,15,/scimag/?journal=13044&year=2017&volume=9&issue=1,/scimag/?journal=13044&year=2018&volume=10&issue=1,/scimag/?journal=13044&year=2019&volume=11&issue=1,/scimag/?journal=13044&year=2020&volume=12&issue=1,
Journal of Difference Equations and Applications,13065,Taylor and Francis Group,/scimag/journals/13065,/scimag/?journal=13065&page=1,90,/scimag/?journal=13065&year=2017&volume=23&issue=1-2,/scimag/?journal=13065&year=2018&volume=24&issue=1,/scimag/?journal=13065&year=2019&volume=25&issue=1,/scimag/?journal=13065&year=2020&volume=26&issue=1,
Journal of Digital Forensic Practice,13070,Taylor and Francis Group,/scimag/journals/13070,/scimag/?journal=13070&page=1,4,,,,,
Journal of Dispersion Science and Technology,13076,Taylor and Francis Group,/scimag/journals/13076,/scimag/?journal=13076&page=1,202,/scimag/?journal=13076&year=2017&volume=38&issue=7,/scimag/?journal=13076&year=2018&volume=39&issue=3,/scimag/?journal=13076&year=2019&volume=40&issue=2,/scimag/?journal=13076&year=2020&volume=42&issue=1,
Journal of Early Childhood Teacher Education,13098,Taylor and Francis Group,/scimag/journals/13098,/scimag/?journal=13098&page=1,43,/scimag/?journal=13098&year=2017&volume=38&issue=1,/scimag/?journal=13098&year=2018&volume=39&issue=1,/scimag/?journal=13098&year=2019&volume=40&issue=1,/scimag/?journal=13098&year=2020&volume=41&issue=1,
Journal of Earthquake Engineering,13106,Taylor and Francis Group,/scimag/journals/13106,/scimag/?journal=13106&page=1,75,/scimag/?journal=13106&year=2017&volume=&issue=,/scimag/?journal=13106&year=2018&volume=22&issue=sup2,/scimag/?journal=13106&year=2019&volume=&issue=,/scimag/?journal=13106&year=2020&volume=24&issue=sup1,
Journal of Economic Methodology,13129,Taylor and Francis Group,/scimag/journals/13129,/scimag/?journal=13129&page=1,35,/scimag/?journal=13129&year=2017&volume=24&issue=1,/scimag/?journal=13129&year=2018&volume=25&issue=1,/scimag/?journal=13129&year=2019&volume=26&issue=1,/scimag/?journal=13129&year=2020&volume=&issue=,
Journal of Education and Work,13149,Taylor and Francis Group,/scimag/journals/13149,/scimag/?journal=13149&page=1,30,/scimag/?journal=13149&year=2017&volume=30&issue=2,/scimag/?journal=13149&year=2018&volume=31&issue=1,/scimag/?journal=13149&year=2019&volume=32&issue=1,/scimag/?journal=13149&year=2020&volume=33&issue=1,/scimag/?journal=13149&year=2021&volume=34&issue=3
Journal of Education for Teaching / International Research and Pedagogy,13156,Taylor and Francis Group,/scimag/journals/13156,/scimag/?journal=13156&page=1,58,/scimag/?journal=13156&year=2017&volume=43&issue=1,/scimag/?journal=13156&year=2018&volume=44&issue=1,/scimag/?journal=13156&year=2019&volume=45&issue=1,/scimag/?journal=13156&year=2020&volume=46&issue=1,
Journal of Education Policy,13157,Taylor and Francis Group,/scimag/journals/13157,/scimag/?journal=13157&page=1,73,/scimag/?journal=13157&year=2017&volume=32&issue=1,/scimag/?journal=13157&year=2018&volume=33&issue=1,/scimag/?journal=13157&year=2019&volume=34&issue=1,/scimag/?journal=13157&year=2020&volume=35&issue=1,/scimag/?journal=13157&year=2021&volume=&issue=
Journal of Educational Administration & History,13159,Taylor and Francis Group,/scimag/journals/13159,/scimag/?journal=13159&page=1,43,/scimag/?journal=13159&year=2017&volume=49&issue=1,/scimag/?journal=13159&year=2018&volume=50&issue=1,/scimag/?journal=13159&year=2019&volume=51&issue=1,/scimag/?journal=13159&year=2020&volume=52&issue=1,
Journal of Educational Media,13167,Taylor and Francis Group,/scimag/journals/13167,/scimag/?journal=13167&page=1,9,,,,,
Journal of Elections Public Opinion & Parties,13182,Taylor and Francis Group,/scimag/journals/13182,/scimag/?journal=13182&page=1,24,/scimag/?journal=13182&year=2017&volume=27&issue=1,/scimag/?journal=13182&year=2018&volume=28&issue=1,/scimag/?journal=13182&year=2019&volume=29&issue=4,/scimag/?journal=13182&year=2020&volume=30&issue=4,
Journal of Electromagnetic Waves,13197,Taylor and Francis Group,/scimag/journals/13197,/scimag/?journal=13197&page=1,196,/scimag/?journal=13197&year=2017&volume=31&issue=1,/scimag/?journal=13197&year=2018&volume=32&issue=4,/scimag/?journal=13197&year=2019&volume=33&issue=1,/scimag/?journal=13197&year=2020&volume=34&issue=1,
Journal of Energetic Materials,13250,Taylor and Francis Group,/scimag/journals/13250,/scimag/?journal=13250&page=1,35,/scimag/?journal=13250&year=2017&volume=35&issue=2,/scimag/?journal=13250&year=2018&volume=36&issue=2,/scimag/?journal=13250&year=2019&volume=&issue=,/scimag/?journal=13250&year=2020&volume=&issue=,
